"course_title","is_paid_True","is_paid_False","price","num_subscribers","num_reviews","num_lectures","level_All Levels","level_Beginner Level","level_Intermediate Level","level_Expert Level","content_duration","subject_Business Finance","subject_Graphic Design","subject_Musical Instruments","subject_Web Development"
"Interiores Sostenibles 101",1,0,30,1,0,5,0,1,0,0,1,0,1,0,0
"Wordpress: Comment utiliser le thème FABLE",1,0,20,1,0,10,0,1,0,0,0.65,0,1,0,0
"Adobe InDesign CS6",1,0,50,5,0,35,0,1,0,0,5,0,1,0,0
"Aprende Photoshop con Ejercicios Prácticos.",1,0,20,3,0,46,1,0,0,0,4,0,1,0,0
"Typography Design: Learn Web Typography The Practical Way",1,0,20,970,9,34,0,1,0,0,2,0,1,0,0
"Toon Boom Studio Tutorial - Cartoon Animation Made Simple",1,0,50,342,20,81,1,0,0,0,5,0,1,0,0
"Learn Logo Designing: 5 Types of Logo Designs in Illustrator",1,0,30,106,2,19,0,1,0,0,3,0,1,0,0
"Practical Font Design",1,0,50,229,23,26,0,0,1,0,7.5,0,1,0,0
"Smashing Photoshop CC/CS",1,0,20,437,7,76,0,1,0,0,5,0,1,0,0
"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",1,0,20,500,16,31,1,0,0,0,2,0,1,0,0
"Converting Type to Outlines in Adobe InDesign",1,0,20,725,1,12,0,0,1,0,0.633333333333333,0,1,0,0
"Siemens NX Unigraphics (UG) Basic to Advance 3D Modelling",1,0,50,142,23,88,1,0,0,0,10.5,0,1,0,0
"Typography From A to Z",1,0,100,317,15,76,1,0,0,0,6,0,1,0,0
"Digital Asset Designer: Creating and Selling Mockups",1,0,50,50,12,28,0,1,0,0,3,0,1,0,0
"Adobe Illustrator CC - From scratch ",1,0,45,115,12,24,0,1,0,0,5.5,0,1,0,0
"Photoshop: 5 Practical Techniques to Improve Your Skills",1,0,20,780,5,5,0,0,1,0,0.716666666666667,0,1,0,0
"Easy Coloring Book Design",1,0,25,0,0,9,0,1,0,0,0.583333333333333,0,1,0,0
"Make Patterns in Illustrator",1,0,20,0,0,32,0,1,0,0,3.5,0,1,0,0
"Learn to create Text fire effect in Adobe Photoshop ",1,0,20,0,0,8,1,0,0,0,0.6,0,1,0,0
"Professional Business Logo Design Using Free Online Tools",1,0,20,0,0,5,1,0,0,0,0.616666666666667,0,1,0,0
"Beginners Guide to Kindle Ebook Covers Design With Fireworks",1,0,20,0,0,16,1,0,0,0,1.5,0,1,0,0
"Photoshop isn't like what you imagine A to Z .",1,0,35,343,0,24,1,0,0,0,3.5,0,1,0,0
"The Complete Adobe Spark Course",1,0,150,0,0,29,1,0,0,0,2,0,1,0,0
"The Art of Logo Design : Everything You Need to Know",1,0,20,0,0,18,1,0,0,0,1,0,1,0,0
"Hand Lettering para Iniciantes",1,0,40,384,92,18,1,0,0,0,0.716666666666667,0,1,0,0
"Aprende a utilizar Canva",1,0,20,677,45,11,0,1,0,0,0.666666666666667,0,1,0,0
"photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO",1,0,100,1110,183,77,1,0,0,0,10,0,1,0,0
"Photoshop - Revelando os segredos das Fusões",1,0,20,858,25,17,0,0,0,1,3.5,0,1,0,0
"Create Mobile App Design from Scratch in Photoshop",1,0,125,1359,7,24,0,1,0,0,2.5,0,1,0,0
"Apple Watch Design",1,0,20,9847,24,35,1,0,0,0,4,0,1,0,0
"Word Swag : Create Stunning Images with the Word Swag App",1,0,100,2416,19,14,1,0,0,0,1,0,1,0,0
"How to Draw Majestic Animals: Dogs",1,0,35,1524,5,11,1,0,0,0,1,0,1,0,0
"Photoshop Course: Design an eBook Cover in Photoshop",1,0,50,11893,69,40,1,0,0,0,3,0,1,0,0
"Digital Art for Beginners",1,0,150,3381,388,57,0,1,0,0,15,0,1,0,0
"Learn How To Design a Logo in Adobe Illustrator in 30 Mins",1,0,50,1270,53,14,0,1,0,0,0.5,0,1,0,0
"The most popular techniques in Photoshop",1,0,20,1753,18,15,0,0,1,0,1,0,1,0,0
"Become a Professional Graphic Designer",1,0,35,3618,345,207,1,0,0,0,20.5,0,1,0,0
"Adobe Illustrator CC 2017 for beginners",1,0,195,2489,39,12,0,1,0,0,1.5,0,1,0,0
"How to Draw Cute Cartoon Characters",1,0,55,4080,522,26,1,0,0,0,2,0,1,0,0
"How to Create awesome Cinema-graph With Adobe Photoshop?",1,0,20,1602,8,16,0,1,0,0,1,0,1,0,0
"Learn to Create a Mandala with Adobe Illustrator",1,0,50,7,0,28,1,0,0,0,4.5,0,1,0,0
"15  Motion Graphic Elements in After Effect (Series 2)",1,0,30,8,0,20,0,0,1,0,3,0,1,0,0
"Fantasy map design",1,0,30,7,2,18,1,0,0,0,2.5,0,1,0,0
"Creating 2D Game Assets",1,0,25,57,0,12,1,0,0,0,2,0,1,0,0
"create 9 professional logo design full version",1,0,35,91,3,34,1,0,0,0,2,0,1,0,0
"Stencil - Simple Graphic Design For Entrepreneurs",1,0,95,11,0,10,1,0,0,0,1,0,1,0,0
"Learn Adobe InDesign from Scratch",1,0,40,6,2,46,0,1,0,0,4.5,0,1,0,0
"Getting the Life of an Instructional Designer",1,0,40,5,0,16,1,0,0,0,1.5,0,1,0,0
"Drawing for All Levels: How to Design Cartoon Women",1,0,20,5,2,20,1,0,0,0,1.5,0,1,0,0
"Photoshop Tools 101",1,0,50,6,0,49,1,0,0,0,3,0,1,0,0
"How to create gif animation in photoshop",1,0,20,34,0,18,1,0,0,0,1,0,1,0,0
"How to Color Comic Books... with a Mouse",1,0,30,7,0,8,1,0,0,0,2,0,1,0,0
"Bestseller! Learn Photoshop in 1 Hour (No Experience Needed)",1,0,200,5471,72,39,0,1,0,0,6.5,0,1,0,0
"How To Design A Fortune 500 Logo in Illustrator",1,0,195,3599,43,72,0,0,1,0,5,0,1,0,0
"Canva : Graphic Design Theory Volume2",1,0,200,4961,38,29,1,0,0,0,2,0,1,0,0
"Canva : Book Cover Design",1,0,100,3377,20,15,0,1,0,0,2,0,1,0,0
"The Complete Figure Drawing Course HD",1,0,50,1323,136,225,0,1,0,0,78.5,0,1,0,0
"Mastering Logo Design - 20 Projects step-by-step",1,0,200,2599,24,77,1,0,0,0,7.5,0,1,0,0
"Graphic Design: Create Animated GIF Ad Banners in Photoshop",1,0,20,6612,44,20,1,0,0,0,1,0,1,0,0
"Learn Inkscape : Design Logos and Game Arts",1,0,20,1675,20,12,0,1,0,0,1,0,1,0,0
"Typography: Learn the Basics to Build a Solid Foundation",1,0,35,5850,19,34,0,1,0,0,1,0,1,0,0
"Master Manga Studio 5: Bonus Drawing and Painting",1,0,165,2325,155,61,1,0,0,0,8,0,1,0,0
"Learn Adobe Photoshop from scratch to professional",1,0,20,1276,3,19,0,1,0,0,3.5,0,1,0,0
"7 Secrets To Designing In Black and White",1,0,100,1000,1,12,1,0,0,0,1.5,0,1,0,0
"Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri",1,0,20,86,10,78,0,1,0,0,6,0,1,0,0
"誰でもわかる Adobe Illustrator CS6",1,0,20,11,2,15,0,1,0,0,3,0,1,0,0
"Devenez le king de l'illustration automobile",1,0,50,42,10,32,0,1,0,0,4.5,0,1,0,0
"Corel Draw X7 Eğitimi (Temelden İleri Seviyeye)",1,0,105,28,6,103,1,0,0,0,12,0,1,0,0
"调色中级课程",1,0,200,5,3,7,0,1,0,0,1,0,1,0,0
"Drawing and paint  hot girl with photoshop",1,0,35,74,1,11,1,0,0,0,1.5,0,1,0,0
"Photoshop CC Eğitim Seti (YENİ)",1,0,100,27,5,202,1,0,0,0,16,0,1,0,0
"مدخل في أساسيات الفوطوشوب للمبتدئين فقط",1,0,120,13,9,7,0,1,0,0,1,0,1,0,0
"Creación de iconos con Illustrator",1,0,20,27,3,54,1,0,0,0,3,0,1,0,0
"Adobe Illustrator Course in Urdu Basics Level Training",0,1,0,1433,57,8,0,1,0,0,1,0,1,0,0
"GraphicDesign Studio",1,0,95,110,9,22,0,1,0,0,2.5,0,1,0,0
"Aula de Photoshop - Aprenda como recortar imagens",1,0,65,15,1,14,0,1,0,0,2,0,1,0,0
"Make your own great designs in PowerPoint: Quick & Easy",1,0,20,19,6,10,0,1,0,0,1,0,1,0,0
"Create Kindle eBook Covers with PowerPoint",1,0,30,87,7,23,1,0,0,0,2,0,1,0,0
"Magazine Design: Start your own magazine in less than 24hrs",1,0,20,802,10,30,1,0,0,0,2,0,1,0,0
"Essential Skills for Designers - Adobe Bridge",1,0,20,14,5,13,1,0,0,0,1,0,1,0,0
"Learn to code in Python and learn Adobe Photoshop today!",1,0,50,1132,1,29,1,0,0,0,2,0,1,0,0
"How to draw Caricatures",1,0,20,347,31,11,1,0,0,0,4,0,1,0,0
"Essential Skills for Designers - Working with Type",1,0,45,219,11,25,1,0,0,0,2,0,1,0,0
"Affinity Designer for beginners",1,0,20,30,6,23,0,1,0,0,4.5,0,1,0,0
"How to Create Top Ranking Mobile App Icons - iOS Edition",1,0,35,130,6,13,1,0,0,0,1,0,1,0,0
"Canva - Making Design Simple",1,0,20,509,4,15,1,0,0,0,0.533333333333333,0,1,0,0
"Ribbon Lettering: From Sketch to Wordmark",1,0,40,342,2,8,1,0,0,0,0.716666666666667,0,1,0,0
"How to Make a Custom Graphic ",1,0,20,87,8,8,0,1,0,0,1,0,1,0,0
"Create Flat Designs with Inkscape ",1,0,30,259,3,11,0,1,0,0,1.5,0,1,0,0
":::Beginners Guide To Creating Amazing Images with Canva:::",1,0,25,72,5,17,0,1,0,0,1,0,1,0,0
"Learn To Draw - The COMIC BOOK STYLE",1,0,55,363,14,19,1,0,0,0,2,0,1,0,0
"Adobe Illustrator Vectors For Hand Letterers",1,0,100,23,2,9,0,1,0,0,0.616666666666667,0,1,0,0
"How To Create Amazing YouTube Custom Thumbnail Images",1,0,25,78,6,16,1,0,0,0,1.5,0,1,0,0
"Graphic Design Bootcamp: Professional Workflow & Layout Tips",1,0,20,99,10,9,1,0,0,0,1.5,0,1,0,0
"Promotional Design Master Class",1,0,50,14,2,26,1,0,0,0,2,0,1,0,0
"Introduction to GIMP 2.8: Tutorials for Beginners",1,0,20,282,8,28,0,1,0,0,3,0,1,0,0
"48 Logo Designs and Techniques",1,0,20,113,9,48,1,0,0,0,9,0,1,0,0
"Photoshop JumpStart",1,0,20,66,13,13,0,1,0,0,2,0,1,0,0
"How To Sell Practically Anything: Professional Design Mockup",1,0,50,52,2,19,1,0,0,0,2.5,0,1,0,0
"Learn Calligraphy, Handwriting animation wz After Effects",1,0,40,116,1,18,1,0,0,0,2.5,0,1,0,0
"LaTeX A-Z: from beginner to advance in less than 3 hour",1,0,95,623,14,30,0,1,0,0,3,0,1,0,0
"Course Bundle | Exploring Art : Silhouette & Linear Line Art",1,0,80,827,1,15,1,0,0,0,1,0,1,0,0
"How To Build Your Own Web Banner Design Business",1,0,20,5000,7,21,1,0,0,0,1,0,1,0,0
"Canva: Design and Sell Your Own Professional Canva Designs",1,0,200,793,26,52,1,0,0,0,3,0,1,0,0
"How to Design a Logo in Adobe Illustrator",1,0,100,972,44,24,1,0,0,0,1,0,1,0,0
"Illustrator CC: Design and drawing from scratch to expert!",1,0,150,2427,99,97,0,1,0,0,11,0,1,0,0
"Logo design: How To Design an Awesome Logo in Illustrator",1,0,195,3131,131,56,1,0,0,0,5.5,0,1,0,0
"Photoshop: Real World Hands-on Freelance Mastery",1,0,105,5950,25,29,1,0,0,0,2.5,0,1,0,0
"Graphic Design: Beginner's Graphic Design Guide to Photoshop",1,0,25,4550,74,15,1,0,0,0,1,0,1,0,0
"Most Wanted Flat Design Techniques",1,0,195,2081,35,61,0,0,1,0,4.5,0,1,0,0
"3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi",1,0,20,785,2,29,1,0,0,0,4.5,0,1,0,0
"Design your own Social Media Logo Icons in Adobe Illustrator",1,0,50,2424,29,15,0,1,0,0,1.5,0,1,0,0
"Mashup - Transform a scanned sketch into a digital painting",1,0,20,57,3,16,0,0,1,0,2,0,1,0,0
"Motion Graphic With After Effect From Scratch in 5 Hours",1,0,30,50,7,45,1,0,0,0,4,0,1,0,0
"Introduction to Photoshop CC: Tutorials for Beginners",1,0,20,262,0,12,0,1,0,0,1,0,1,0,0
"Making Killer Images in Photoshop that WOW Clients!",1,0,95,45,1,26,0,0,1,0,5,0,1,0,0
"Simple Photoshop CC: Smart Objects",1,0,20,272,0,11,0,0,1,0,0.5,0,1,0,0
"Learn Photo Manipulation - Build 3 projects",1,0,40,10,1,18,1,0,0,0,2.5,0,1,0,0
"Zombie Apocalypse Photoshop Actions",1,0,50,12,1,15,1,0,0,0,1.5,0,1,0,0
"Creative Perspective Illustration with GIMP",1,0,50,43,3,57,1,0,0,0,6.5,0,1,0,0
"iPhone icons in iOS7 - learn flat design",1,0,20,165,4,41,1,0,0,0,3,0,1,0,0
"How to draw professional manga artwork by Punix",1,0,35,83,3,17,0,1,0,0,1.5,0,1,0,0
"How do I Create a Stylized Graphics from Images in Photoshop",1,0,50,17,1,12,1,0,0,0,1,0,1,0,0
"Advance Design of Logos and Brand Identity   ",1,0,20,34,4,38,1,0,0,0,2,0,1,0,0
"Como utilizar o Corel Draw por completo!",1,0,30,293,32,44,1,0,0,0,7,0,1,0,0
"Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック",1,0,85,113,5,39,0,0,1,0,4.5,0,1,0,0
"Corel Draw X7: Mão na Massa",1,0,25,72,13,40,0,1,0,0,4,0,1,0,0
"Dibujo digital básico: cómo ilustrar en Photoshop",1,0,20,155,36,90,0,1,0,0,5,0,1,0,0
"Adobe Illustrator CS6 باللغة العربية",1,0,35,48,15,74,1,0,0,0,8,0,1,0,0
"Creare un logo con Adobe Illustrator",0,1,0,1447,121,13,1,0,0,0,1,0,1,0,0
"Mestres do Photoshop",1,0,30,86,18,52,1,0,0,0,5.5,0,1,0,0
"illustrator CC 2015.3 - Curso básico de ferramentas",1,0,20,13,6,12,0,1,0,0,1,0,1,0,0
"Plantillas Powerpoint para Publicar en Mercadolibre y Ebay",1,0,35,15,5,32,1,0,0,0,2,0,1,0,0
"Crie seu Cartão de Visita no CorelDRAW X8",1,0,20,28,3,38,0,1,0,0,4,0,1,0,0
"Curso de Maya 3D",1,0,20,62,9,41,1,0,0,0,4,0,1,0,0
"Photoshop: Organización de eventos y decoración de fiestas",1,0,120,125,5,56,0,1,0,0,8.5,0,1,0,0
"Podcast Cover Art | Design Like the Best",1,0,20,33,2,7,1,0,0,0,1,0,1,0,0
"Learn Drawing and Painting a Landscape with Oil Colours",1,0,20,51,2,20,0,0,1,0,2,0,1,0,0
"Enhance your chroma key with an animated Slides background",1,0,25,361,2,9,0,0,1,0,1,0,1,0,0
"The Complete Motion Graphic Course",1,0,65,50,6,115,1,0,0,0,9.5,0,1,0,0
"Making Corporate Flyers in Photoshop",1,0,20,4,3,7,1,0,0,0,0.516666666666667,0,1,0,0
"Rock-Solid Brands",1,0,20,134,4,13,0,1,0,0,0.516666666666667,0,1,0,0
"Typographic Poster Design - From Sketch to Vector",1,0,45,36,5,20,0,0,1,0,1.5,0,1,0,0
"Make Money With Photoshop: Logos, Business Cards & Brochures",1,0,100,32,4,21,1,0,0,0,5,0,1,0,0
"Photoshop the Art of Clipart",1,0,20,30,3,22,0,1,0,0,1,0,1,0,0
"Adobe Illustrator Creative Cloud:  Mastering the Upgrades",1,0,20,22,3,57,0,0,1,0,2,0,1,0,0
"Illustrator 101: Learn Quickly and Easily to create Artwork",1,0,40,452,3,37,1,0,0,0,1,0,1,0,0
"Design Your Own Fonts. Plus A Bunch Of Typography Secrets.",1,0,40,67,8,25,1,0,0,0,1,0,1,0,0
"Easy Steps To Become A Photoshop Expert",1,0,20,1081,11,47,1,0,0,0,8,0,1,0,0
"Intro to Adobe Illustrator",1,0,20,189,13,55,0,1,0,0,6,0,1,0,0
"Beginners Guide: Photoshop Poster/Artwork",1,0,20,775,5,6,0,1,0,0,1,0,1,0,0
"Basic Graphic Design for PowerPoint",1,0,20,88,8,14,0,1,0,0,1,0,1,0,0
"Master Graphic Design Using Photoshop with Rachael",1,0,25,598,22,13,1,0,0,0,1.5,0,1,0,0
"Adobe Illustrator CC - Print Design for Beginners",1,0,50,145,35,55,0,1,0,0,6,0,1,0,0
"Adobe Illustrator | Master in 3D",1,0,25,445,4,14,1,0,0,0,0.533333333333333,0,1,0,0
"From Drawing to Illustration",1,0,20,237,25,32,0,1,0,0,6,0,1,0,0
"Adobe Suite : Unleash your creativity & benefit from it !",1,0,200,1005,4,46,1,0,0,0,9.5,0,1,0,0
"Become a Logo Designer: Guide to Complimentary Logo Software",1,0,35,485,9,21,1,0,0,0,2.5,0,1,0,0
"DIY Beautiful Social Graphics That Don't Require Photoshop",1,0,20,238,9,22,1,0,0,0,2.5,0,1,0,0
"Design while you learn InDesign CC",1,0,20,1116,3,21,0,1,0,0,2.5,0,1,0,0
"R Graph Essentials",1,0,85,105,4,41,1,0,0,0,2,0,1,0,0
"Car Sketching with Simple Analog Tools",1,0,40,23,5,10,1,0,0,0,0.616666666666667,0,1,0,0
"Drawing Anime & Manga Style",1,0,25,82,5,40,1,0,0,0,8,0,1,0,0
"Inkscape 101 for Beginners - Design Vector Graphics",1,0,195,13,5,26,0,1,0,0,1,0,1,0,0
"How to Fix Common Branding Mistakes, for Graphic Designers",1,0,35,19,2,9,0,0,1,0,1.5,0,1,0,0
"AutoCAD Course - Learn Online AutoCAD in Urdu Hindi",0,1,0,105,2,22,1,0,0,0,2,0,1,0,0
"Mind-Blowing Photoshop: Master Skills Season 1",1,0,20,94,3,69,1,0,0,0,3,0,1,0,0
"Architectural Drawing For Creatives",1,0,195,5,0,156,1,0,0,0,24,0,1,0,0
"Adobe Photoshop (Complete Beginner)",1,0,200,98,3,33,0,1,0,0,2,0,1,0,0
"Character Design",1,0,75,5,0,24,0,0,1,0,2,0,1,0,0
"Icon Design Masterclass: Learn Icon Design Principles",1,0,40,6,0,15,0,1,0,0,2.5,0,1,0,0
"create stunning Photoshop compositions in minutes",1,0,20,5,0,29,1,0,0,0,2,0,1,0,0
"Marvelous Logo Design",1,0,20,91,5,13,1,0,0,0,1.5,0,1,0,0
"Canva Complete Course For Graphics Design | 20 Projects",1,0,20,3,3,27,1,0,0,0,2.5,0,1,0,0
"The Complete Video Production Guide - Learn Top Video Tools",1,0,195,121,9,77,1,0,0,0,7.5,0,1,0,0
"Drawing With Confidence",1,0,25,105,7,10,1,0,0,0,2,0,1,0,0
"Add realistic car paint to your pencil drawing in Photoshop!",1,0,25,17,3,8,0,1,0,0,1,0,1,0,0
"T-Shirt Sales - Merch By Amazon Profit Formula With Canva",1,0,20,380,1,26,1,0,0,0,1,0,1,0,0
"Learn print production from start to finish",1,0,35,494,6,16,1,0,0,0,1,0,1,0,0
"Step by Step Gif animation in Photoshop",1,0,20,518,2,17,1,0,0,0,1,0,1,0,0
"Adobe - Create a professional logo step-by-step (Farming)",1,0,20,214,0,15,1,0,0,0,1,0,1,0,0
"Adobe Illustrator CC Advanced",1,0,30,11,1,27,0,1,0,0,1.5,0,1,0,0
"Mastering Realistic Real Life Drawing with Pencil",1,0,20,33,5,12,0,1,0,0,0.65,0,1,0,0
"Silhouettes that Sells",1,0,25,9,1,13,0,1,0,0,1,0,1,0,0
"FullPage: The Complete Guide to Flat Websites",1,0,20,817,14,13,1,0,0,0,0.633333333333333,0,1,0,0
"How to design professional PowerPoint business presentation",1,0,20,286,7,7,1,0,0,0,1,0,1,0,0
"Pic Monkey for Beginners - Graphic Design and Photo Editing",1,0,20,774,3,17,0,1,0,0,3,0,1,0,0
"Corel Painter 2016",1,0,40,41,9,86,1,0,0,0,8,0,1,0,0
"eBook Cover Design",1,0,20,30,3,14,0,0,1,0,1.5,0,1,0,0
"Photoshop tips and tricks, how to change clothes",1,0,20,837,4,26,1,0,0,0,2,0,1,0,0
"How to make Better Compositions: Take your art to new height",1,0,30,11,3,8,1,0,0,0,0.533333333333333,0,1,0,0
"Adobe Photoshop CC | The Essential Guide",1,0,20,254,5,81,1,0,0,0,4.5,0,1,0,0
"Learn to Composite a 2D Action Shot in Photoshop",1,0,20,40,2,8,0,1,0,0,1.5,0,1,0,0
"Infographic Design: How To Create Your Own Infographic",1,0,20,84,8,13,1,0,0,0,2,0,1,0,0
"Autodesk Inventor 2016 : Complete Guide ",1,0,20,23,4,83,0,1,0,0,7.5,0,1,0,0
"Amazing Graphic Design for Beginners",1,0,20,32,10,5,0,1,0,0,0.7,0,1,0,0
"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",0,1,0,4529,193,7,0,1,0,0,0.6,0,0,1,0
"Instant Harmonica - Christmas. Play Jingle Bells Part 1 now",1,0,20,823,11,10,1,0,0,0,0.7,0,0,1,0
"Playing Piano:  Popular Pieces Vol. II",1,0,150,1472,4,24,0,1,0,0,1.5,0,0,1,0
"Ninja Chord Changes - Master your guitar chord changes",1,0,30,1327,11,13,0,1,0,0,1.5,0,0,1,0
"Your First 10 Guitar Lessons - Learn how to play guitar",0,1,0,924,4,18,0,1,0,0,1,0,0,1,0
"Pentatonic Scale Crash Course for Bass Guitar",0,1,0,898,6,24,0,0,1,0,1,0,0,1,0
"Modal Theory for Guitar (Guitar Lessons from Lutz Academy)",1,0,50,1039,29,9,1,0,0,0,1.5,0,0,1,0
"Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas",1,0,80,1474,10,102,1,0,0,0,2,0,0,1,0
"Learn Jazz Piano Today",1,0,50,1167,66,44,1,0,0,0,3,0,0,1,0
"Learn To Play The Drums Without A Drum Kit",1,0,25,1589,52,39,1,0,0,0,2,0,0,1,0
"Learn Travis Picking From Scratch",1,0,40,219,30,25,0,0,1,0,1.5,0,0,1,0
"Instant Harmonica - how to get single notes in 5 easy steps",1,0,20,835,10,7,0,1,0,0,0.633333333333333,0,0,1,0
"Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings",1,0,70,747,5,28,1,0,0,0,1,0,0,1,0
"Teaching Music : Start teaching an instrument successfully.",1,0,30,1337,5,18,0,1,0,0,1.5,0,0,1,0
"Strumming from scratch - Rhythm guitar lesson for Beginners",0,1,0,530,11,13,0,1,0,0,2,0,0,1,0
"Blues Guitar Lessons - From Texas To Carolina",1,0,20,1297,12,9,0,0,1,0,2.5,0,0,1,0
"Instant Harmonica - play the groovy Beatles Yesterday today!",1,0,40,295,7,14,1,0,0,0,1,0,0,1,0
"Beginner Guitar Quick-Start Course",0,1,0,2084,20,7,0,1,0,0,1,0,0,1,0
"Mike G's Beginner Drum Course: Part 1",1,0,35,515,14,20,0,1,0,0,3,0,0,1,0
"Guitar for Beginners - Learn the Basics",1,0,20,1026,13,19,0,1,0,0,0.516666666666667,0,0,1,0
"How To Play The Djembe: For Beginners",1,0,30,414,18,19,1,0,0,0,1,0,0,1,0
"Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials",1,0,45,198,21,15,1,0,0,0,2.5,0,0,1,0
"Beginner Guitar - 38 Easy Lessons You Needs to Get Started",1,0,40,250,24,39,0,1,0,0,3,0,0,1,0
"Bass Guitar Lessons For Beginners",1,0,95,180,21,38,0,1,0,0,2.5,0,0,1,0
"Pure Pentatonic Power: Rock and Blues Guitar Soloing",1,0,50,128,10,18,1,0,0,0,2,0,0,1,0
"Rock Drumset Grooves: Level 1",1,0,20,709,12,38,0,1,0,0,2,0,0,1,0
"Guitar: The Next Level",1,0,55,117,12,10,0,1,0,0,1,0,0,1,0
"Learn to Play Euphonium: Beginner to Pro in Under Five Hours",1,0,50,305,39,108,0,1,0,0,7,0,0,1,0
"Learn Oud 1 (No Prior Music Knowledge Required!)",1,0,20,153,27,38,0,1,0,0,3.5,0,0,1,0
"Instant Harmonica - play Dylan's Blowing in the Wind today!",1,0,20,81,5,14,1,0,0,0,1,0,0,1,0
"Improvise On The Piano In 30 Minutes",1,0,40,85,8,19,0,1,0,0,1.5,0,0,1,0
"Cajon Step-by-Step: Beginner > Intermediate > Advanced",1,0,35,73,9,45,1,0,0,0,3,0,0,1,0
"Blues Guitar Lessons - Volume 2 - Slow Blues Essentials",1,0,45,178,21,11,1,0,0,0,2,0,0,1,0
"Instant Harmonica - play the gorgeous Skye Boat Song now!",1,0,20,122,9,11,0,1,0,0,0.633333333333333,0,0,1,0
"Learn to Play Trombone: Go From Beginner to Pro in No Time!",1,0,50,402,47,123,1,0,0,0,7.5,0,0,1,0
"FingerstyleGuitar by Jacques Stotzem - Basic Level",1,0,30,119,12,16,1,0,0,0,1.5,0,0,1,0
"Instant Harmonica - play two Star Wars themes in 30 minutes ",1,0,20,605,21,11,0,1,0,0,0.7,0,0,1,0
"Play Piano To-day! - Beginner Piano Lessons For Busy People!",1,0,100,476,16,91,0,1,0,0,4,0,0,1,0
"Learn to Play the Flute: Beginner to Pro in Under Five Hours",1,0,50,707,116,108,0,1,0,0,7,0,0,1,0
"Play Piano 7: Improvise on For All We Know in F Key by Ear",1,0,50,438,3,77,1,0,0,0,1.5,0,0,1,0
"World's Fastest Piano Method - The Piano Revolution!",1,0,95,1199,58,31,0,1,0,0,2,0,0,1,0
"Learn to Play the Trumpet: Beginner to Pro Made the Easy Way",1,0,50,966,157,145,0,1,0,0,7.5,0,0,1,0
"Learn to Play Clarinet: Beginner to Pro in Under Five Hours",1,0,50,877,93,88,0,1,0,0,6,0,0,1,0
"Learn To Play The Piano Using Pop, R&B and Gospel Chords",1,0,50,1504,15,14,1,0,0,0,0.683333333333333,0,0,1,0
"Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key",1,0,95,1064,11,110,1,0,0,0,2.5,0,0,1,0
"Worship Piano: From Beginner to Pro",1,0,80,117,11,32,1,0,0,0,3,0,0,1,0
"Easy to play Christmas Songs for Guitar",1,0,100,1229,8,11,1,0,0,0,0.5,0,0,1,0
"Ultimate Blues Guitar Beginner Lessons",1,0,20,922,57,90,0,1,0,0,10.5,0,0,1,0
"How to Play Piano - Your First Lesson!",0,1,0,662,7,13,0,1,0,0,0.516666666666667,0,0,1,0
"Playing Piano : Reading and Playing Classical Tunes Vol.I",1,0,50,1732,6,34,0,1,0,0,2,0,0,1,0
"Blues School! A Course For Beginners in Blues Piano & Improv",1,0,120,326,44,54,1,0,0,0,3,0,0,1,0
"Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells",1,0,80,1284,6,99,1,0,0,0,2,0,0,1,0
"31 Day Guitar Challenge",1,0,40,1029,22,32,0,1,0,0,3.5,0,0,1,0
"Percussive Fingerstyle Guitar",1,0,50,886,43,74,0,0,1,0,1.5,0,0,1,0
"Learn to Play Saxophone: Beginner to Pro in Under Four Hours",1,0,50,1213,158,77,0,1,0,0,5,0,0,1,0
"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",1,0,100,1605,19,52,0,1,0,0,2,0,0,1,0
"Guitar Insanity Workout - Eatmystrings!",1,0,50,2673,17,29,1,0,0,0,2.5,0,0,1,0
"Playing Piano:  Play Chords and Popular Pieces Vol.I",1,0,100,1987,7,43,0,1,0,0,3,0,0,1,0
"Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi",1,0,75,1052,6,43,0,0,1,0,0.5,0,0,1,0
"Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs",1,0,50,1548,10,20,0,1,0,0,2,0,0,1,0
"Guitar Fretboard Mastery for the Blues Guitarist",1,0,20,257,6,5,1,0,0,0,1,0,0,1,0
"Quick & Easy Piano Chords: Play more songs with more chords",1,0,55,1818,4,90,0,1,0,0,2.5,0,0,1,0
"Instant Harmonica - play Scarborough Fair in 8 easy lectures",1,0,40,543,4,12,0,1,0,0,1,0,0,1,0
"Piano With Willie: Blues n' Boogie Vol. 2",1,0,40,95,8,11,0,0,1,0,2.5,0,0,1,0
